pathway,pathway_label,database,NES_Acute_HR,NES_Acute_LR,padj_Acute_HR,padj_Acute_LR,significance,set_size
GOBP_SKELETAL_MUSCLE_ADAPTATION,Skeletal Muscle Adaptation,GO:BP,-0.712,-0.499,0.9502,0.9955,NS,11
GOBP_MITOTIC_NUCLEAR_DIVISION,Mitotic Nuclear Division,GO:BP,0.629,0.563,0.9918,0.9955,NS,38
GOBP_MYOTUBE_CELL_DEVELOPMENT,Myotube Cell Development,GO:BP,-0.645,0.511,0.9804,0.9955,NS,16
GOBP_AUTOPHAGY_OF_MITOCHONDRION,Autophagy Of Mitochondrion,GO:BP,-0.594,0.511,0.9928,0.9978,NS,30
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,Regulation Of Muscle Cell Differentiation,GO:BP,-0.491,-0.582,0.9968,0.9907,NS,17
GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,Regulation Of Striated Muscle Cell Differe...,GO:BP,0.52,-0.549,0.9928,0.9907,NS,11
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,Defense Response To Bacterium,GO:BP,2.355,2.129,1.271e-4,0.006303,Sig Both,24
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,RNA Splicing Via Transesterification React...,GO:BP,2.338,2.069,5.463e-5,0.008133,Sig Both,42
GOBP_TRICARBOXYLIC_ACID_CYCLE,Tricarboxylic Acid Cycle,GO:BP,-2.458,-1.748,2.018e-5,0.1215,Sig HR only,25
HALLMARK_OXIDATIVE_PHOSPHORYLATION,OXPHOS,Hallmark,-2.691,-1.436,5.763e-13,0.09602,Sig HR only,153
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,Antimicrobial Humoral Response,GO:BP,2.101,1.975,0.003449,0.05156,Sig HR only,15
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Positive Regulation Of Protein Containing ...,GO:BP,2.422,1.633,1.732e-5,0.1215,Sig HR only,44
GOBP_VIRAL_GENOME_REPLICATION,Viral Genome Replication,GO:BP,2.313,1.734,2.924e-4,0.1215,Sig HR only,21
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,Energy Derivation By Oxidation Of Organic ...,GO:BP,-2.464,-1.534,1.003e-10,0.09189,Sig HR only,174
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Telomere Maintenance Via Telomere Lengthening,GO:BP,2.095,1.88,0.005209,0.09602,Sig HR only,18
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Apoptotic Signaling...,GO:BP,2.214,1.632,9.816e-4,0.181,Sig HR only,24
GOBP_CELL_CHEMOTAXIS,Cell Chemotaxis,GO:BP,1.99,1.825,0.006612,0.09602,Sig HR only,31
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Regulation Of Protein Containing Complex A...,GO:BP,2.175,1.63,5.286e-5,0.09602,Sig HR only,85
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Intrinsic Apoptotic...,GO:BP,2.035,1.727,0.007103,0.1349,Sig HR only,15
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,Protein DNA Complex Organization,GO:BP,1.901,1.859,0.03894,0.09602,Sig HR only,14
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,Alternative Mrna Splicing Via Spliceosome,GO:BP,1.929,1.828,0.01975,0.09602,Sig HR only,11
HALLMARK_E2F_TARGETS,E2F Targets,Hallmark,1.926,1.823,0.01069,0.09602,Sig HR only,29
GOBP_DNA_BIOSYNTHETIC_PROCESS,DNA Biosynthetic Process,GO:BP,1.853,1.88,0.03593,0.09189,Sig HR only,19
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM,Defense Response To Gram Negative Bacterium,GO:BP,1.959,1.773,0.01713,0.1115,Sig HR only,11
GOBP_ASTROCYTE_DIFFERENTIATION,Astrocyte Differentiation,GO:BP,1.962,1.761,0.02496,0.1175,Sig HR only,12
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,Regulation Of Mrna Metabolic Process,GO:BP,2.03,1.681,0.003573,0.1115,Sig HR only,40
GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM,Disruption Of Anatomical Structure In Anot...,GO:BP,1.845,1.857,0.04809,0.09602,Sig HR only,13
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Negative Regulation Of Mrna Metabolic Process,GO:BP,1.809,1.884,0.04685,0.09025,Sig HR only,22
HALLMARK_MYC_TARGETS_V1,MYC Targets V1,Hallmark,2.102,1.58,1.732e-5,0.09602,Sig HR only,122
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Inner Mitochondrial Membrane Organization,GO:BP,-2.176,-1.439,0.002336,0.327,Sig HR only,26
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,Regulation Of Chromosome Organization,GO:BP,1.85,1.712,0.02543,0.1114,Sig HR only,32
GOBP_TELOMERE_ORGANIZATION,Telomere Organization,GO:BP,1.769,1.78,0.03695,0.09691,Sig HR only,31
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,Branched Chain Amino Acid Metabolic Process,GO:BP,-1.904,-1.627,0.02565,0.1877,Sig HR only,21
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,Energy Reserve Metabolic Process,GO:BP,-2.009,-1.5,0.006415,0.2577,Sig HR only,31
GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS,Tricarboxylic Acid Metabolic Process,GO:BP,-1.954,-1.549,0.02301,0.2833,Sig HR only,11
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,Defense Response To Gram Positive Bacterium,GO:BP,1.857,1.643,0.03636,0.1911,Sig HR only,11
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Pattern Recognition Receptor...,GO:BP,1.765,1.719,0.03879,0.1001,Sig HR only,34
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,Proton Transmembrane Transport,GO:BP,-2.456,-1.004,1.5e-7,0.757,Sig HR only,86
GOBP_REGULATION_OF_VIRAL_PROCESS,Regulation Of Viral Process,GO:BP,1.825,1.604,0.03879,0.1946,Sig HR only,23
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,Regulation Of Innate Immune Response,GO:BP,1.692,1.73,0.02494,0.09602,Sig HR only,67
GOBP_REGULATION_OF_RNA_SPLICING,Regulation Of RNA Splicing,GO:BP,1.815,1.605,0.03962,0.1911,Sig HR only,27
GOBP_VIRAL_PROCESS,Viral Process,GO:BP,2.051,1.354,5.366e-4,0.332,Sig HR only,80
GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,GO:BP,2.443,0.952,7.523e-8,0.8356,Sig HR only,104
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,Proton Motive Force Driven ATP Synthesis,GO:BP,-2.207,-1.181,2.315e-4,0.5506,Sig HR only,59
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS,Regulation Of DNA Metabolic Process,GO:BP,1.976,1.403,0.005209,0.3192,Sig HR only,56
GOBP_OXIDATIVE_PHOSPHORYLATION,OXPHOS,GO:BP,-2.085,-1.259,1.21e-4,0.3506,Sig HR only,101
GOBP_KETONE_BIOSYNTHETIC_PROCESS,Ketone Biosynthetic Process,GO:BP,-1.81,-1.529,0.03962,0.2639,Sig HR only,16
GOBP_ACYL_COA_METABOLIC_PROCESS,Acyl Coa Metabolic Process,GO:BP,-2.292,-1.03,1.271e-4,0.7463,Sig HR only,38
GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS,Modulation By Host Of Viral Process,GO:BP,1.869,1.423,0.03962,0.398,Sig HR only,13
GOBP_UBIQUINONE_METABOLIC_PROCESS,Ubiquinone Metabolic Process,GO:BP,-1.945,-1.334,0.01738,0.4843,Sig HR only,10
GOBP_FATTY_ACID_CATABOLIC_PROCESS,Fatty Acid Catabolic Process,GO:BP,-2.046,-1.229,0.005209,0.4992,Sig HR only,42
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Unfolded Protein Response,Hallmark,2.056,-1.187,0.004188,0.5706,Sig HR only,34
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,Establishment Or Maintenance Of Cell Polarity,GO:BP,1.994,1.229,0.005036,0.545,Sig HR only,42
GOBP_PROTEIN_POLYMERIZATION,Protein Polymerization,GO:BP,1.734,1.483,0.0318,0.2223,Sig HR only,56
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Intrinsic Apoptotic Signalin...,GO:BP,1.807,1.398,0.02016,0.3429,Sig HR only,44
GOBP_REGULATION_OF_PROTEOLYSIS,Regulation Of Proteolysis,GO:BP,1.771,1.431,0.008787,0.2188,Sig HR only,84
GOBP_MITOCHONDRION_ORGANIZATION,Mitochondrion Organization,GO:BP,-2.149,-1.052,2.761e-6,0.6996,Sig HR only,146
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,Organic Acid Catabolic Process,GO:BP,-2.25,-0.943,1.251e-5,0.8629,Sig HR only,91
GOBP_MITOCHONDRIAL_TRANSPORT,Mitochondrial Transport,GO:BP,-1.954,-1.232,0.003449,0.4705,Sig HR only,62
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,Response To Leukemia Inhibitory Factor,GO:BP,1.864,1.313,0.04111,0.4991,Sig HR only,15
HALLMARK_G2M_CHECKPOINT,G2M Checkpoint,Hallmark,2.175,0.994,0.001887,0.7763,Sig HR only,24
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,Positive Regulation Of Protein Polymerization,GO:BP,2.137,1.017,0.003573,0.7619,Sig HR only,18
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Apoptotic Signaling Pathway,GO:BP,1.697,1.409,0.02343,0.2639,Sig HR only,74
GOBP_RESPONSE_TO_HEAT,Response To Heat,GO:BP,2.008,-1.094,0.008286,0.6812,Sig HR only,32
GOBP_AMINO_ACID_CATABOLIC_PROCESS,Amino Acid Catabolic Process,GO:BP,-2.207,-0.889,2.68e-4,0.8846,Sig HR only,43
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,Ribosomal Large Subunit Biogenesis,GO:BP,1.96,1.134,0.01623,0.6944,Sig HR only,10
HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,Hallmark,-2.094,-0.962,1.221e-4,0.827,Sig HR only,88
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,Alpha Amino Acid Metabolic Process,GO:BP,-2.341,0.699,1.983e-5,0.9841,Sig HR only,59
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,Mitochondrial Gene Expression,GO:BP,-1.868,-1.168,0.01575,0.5742,Sig HR only,44
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,Ribonucleoprotein Complex Biogenesis,GO:BP,1.957,1.074,0.00282,0.7019,Sig HR only,90
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,Mitochondrial Respiratory Chain Complex As...,GO:BP,-2.126,-0.892,0.001629,0.8846,Sig HR only,47
GOBP_LIPID_CATABOLIC_PROCESS,Lipid Catabolic Process,GO:BP,-1.959,-1.029,0.001644,0.7364,Sig HR only,64
GOBP_NEGATIVE_REGULATION_OF_TRANSLATION,Negative Regulation Of Translation,GO:BP,1.78,1.201,0.03397,0.5967,Sig HR only,31
GOBP_POLYOL_METABOLIC_PROCESS,Polyol Metabolic Process,GO:BP,-1.936,1.037,0.01713,0.7484,Sig HR only,19
GOBP_CELL_GROWTH,Cell Growth,GO:BP,1.732,1.233,0.02301,0.5046,Sig HR only,62
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,Sulfur Compound Metabolic Process,GO:BP,-2.058,0.906,2.656e-4,0.8735,Sig HR only,84
GOBP_FATTY_ACID_METABOLIC_PROCESS,Fatty Acid Metabolic Process,GO:BP,-1.801,-1.157,0.004304,0.5084,Sig HR only,107
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Regulation Of Protein Catabolic Process,GO:BP,1.7,1.243,0.01915,0.472,Sig HR only,84
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Membraneless Organelle Assembly,GO:BP,2.01,0.87,2.253e-4,0.8997,Sig HR only,106
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Mitochondrial Membrane Organization,GO:BP,-2.087,-0.781,0.002189,0.9586,Sig HR only,47
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,Cytoplasmic Microtubule Organization,GO:BP,1.941,-0.913,0.01787,0.8427,Sig HR only,14
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,Regulation Of Cell Cycle G1 S Phase Transi...,GO:BP,1.973,-0.852,0.01864,0.8823,Sig HR only,17
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,Regulation Of Cell Projection Assembly,GO:BP,1.81,-1.01,0.03171,0.7558,Sig HR only,30
GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY,Respiratory Chain Complex Iv Assembly,GO:BP,-1.976,-0.826,0.01853,0.888,Sig HR only,11
GOBP_SPINDLE_LOCALIZATION,Spindle Localization,GO:BP,1.979,0.816,0.01485,0.8905,Sig HR only,14
GOBP_PROTEIN_FOLDING,Protein Folding,GO:BP,1.705,1.07,0.01798,0.7072,Sig HR only,84
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,Dicarboxylic Acid Metabolic Process,GO:BP,-1.948,-0.822,0.007367,0.9309,Sig HR only,40
GOBP_LIPID_MODIFICATION,Lipid Modification,GO:BP,-1.879,-0.87,0.01349,0.8953,Sig HR only,46
GOBP_ATP_METABOLIC_PROCESS,ATP Metabolic Process,GO:BP,-1.548,-1.198,0.04758,0.4347,Sig HR only,121
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,Protein RNA Complex Organization,GO:BP,1.763,-0.976,0.02668,0.8001,Sig HR only,53
HALLMARK_ADIPOGENESIS,Adipogenesis,Hallmark,-1.844,0.884,0.00282,0.8904,Sig HR only,99
GOBP_LAMELLIPODIUM_ASSEMBLY,Lamellipodium Assembly,GO:BP,2.081,0.646,0.004544,0.9754,Sig HR only,15
GOBP_PYRUVATE_DECARBOXYLATION_TO_ACETYL_COA,Pyruvate Decarboxylation To Acetyl Coa,GO:BP,-1.887,-0.837,0.02686,0.888,Sig HR only,10
GOBP_CRISTAE_FORMATION,Cristae Formation,GO:BP,-1.948,-0.765,0.01713,0.9222,Sig HR only,12
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,Purine Containing Compound Biosynthetic Pr...,GO:BP,-1.916,-0.77,3.999e-4,0.9879,Sig HR only,122
GOBP_RRNA_METABOLIC_PROCESS,Rrna Metabolic Process,GO:BP,1.891,-0.792,0.01696,0.9334,Sig HR only,30
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,Mitochondrial Electron Transport NADH To U...,GO:BP,-1.742,-0.918,0.04348,0.8652,Sig HR only,42
GOBP_NADH_METABOLIC_PROCESS,NADH Metabolic Process,GO:BP,-1.752,-0.852,0.04921,0.8886,Sig HR only,26
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Microtubule Polymerization Or Depolymeriza...,GO:BP,1.875,0.719,0.0318,0.956,Sig HR only,24
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Negative Regulation Of Cell Projection Org...,GO:BP,1.896,-0.697,0.02494,0.9649,Sig HR only,20
HALLMARK_MITOTIC_SPINDLE,Mitotic Spindle,Hallmark,1.946,-0.633,0.01056,0.9907,Sig HR only,35
GOBP_ACETYL_COA_METABOLIC_PROCESS,Acetyl Coa Metabolic Process,GO:BP,-1.922,-0.618,0.0318,0.98740000000000006,Sig HR only,17
GOBP_GLUCOSE_METABOLIC_PROCESS,Glucose Metabolic Process,GO:BP,-1.75,0.764,0.01696,0.9588,Sig HR only,66
GOBP_TRANSLATIONAL_INITIATION,Translational Initiation,GO:BP,1.752,0.706,0.02507,0.978,Sig HR only,52
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,Nucleotide Metabolic Process,GO:BP,-1.623,0.768,0.004506,0.9841,Sig HR only,192
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,Regulation Of DNA Binding Transcription Fa...,GO:BP,1.789,2.205,0.05594,0.003588,Sig LR only,21
GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,Positive Regulation Of Nf Kappab Transcrip...,GO:BP,1.832,2.078,0.05389,0.02742,Sig LR only,14
HALLMARK_COMPLEMENT,Complement,Hallmark,1.575,2.008,0.1069,0.01825,Sig LR only,39
HALLMARK_HEME_METABOLISM,Heme Metabolism,Hallmark,-0.922,2.613,0.8193,7.993e-9,Sig LR only,52
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,Negative Regulation Of Tor Signaling,GO:BP,-1.257,-2.035,0.4366,0.04488,Sig LR only,18
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,Negative Regulation Of Supramolecular Fibe...,GO:BP,1.244,2.024,0.4189,0.01526,Sig LR only,35
HALLMARK_KRAS_SIGNALING_UP,KRAS Signaling Up,Hallmark,0.938,2.254,0.7676,0.001136,Sig LR only,16
